,Topic-0,Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8
1811.1452947_650.16357,545.4404268783697,786.1380555529391,544.3292655548017,568.9789663982554,1010.5168186297337,188.91248149715082,601.7288056918978,357.1606322984266,330.17128776045894
1811.1452947_750.16357,715.7692539484653,479.14038677103895,342.0018700941505,558.3111454872892,368.3621839129914,16.288162677920454,45.00116794465598,239.74600486986037,11.072886233903425
1811.1452947_850.16357,0.199572913082276,299.62204781040805,481.26729297148495,1198.309907430184,0.2538551748770871,21.039617081189068,0.24331916328639266,0.10498433427842582,713.6524595368231
1811.1452947_950.16357,291.7447246981166,201.4458673033406,1310.036878521862,5497.384685201411,60.90207619300743,98.21639991685221,0.24399584078893782,0.10498538124545104,566.6134416067152
1911.1452947_-149.83643,1367.995465562372,194.90653965468545,168.31378204498637,287.90478073254326,4532.076109034775,65.01135742216174,383.0236677461708,416.15113086635523,13.916151014445473
1911.1452947_-249.83643,1030.4614318931874,260.44926984032315,906.7219344280646,35.34176346035219,3757.3978105548185,257.4988833641587,52.90480623397977,313.51318420901845,198.6566442544791
1911.1452947_-349.83643,612.3224636430632,4.095415192579458,198.29723555109246,250.6925366102275,4710.009958609779,49.27217687170889,443.7000800118988,352.2069813739399,239.98529068231306
1911.1452947_-449.83643,1038.359568318197,92.95518540172337,493.6024739867191,517.2916373513204,4280.213578590291,48.51604345222996,466.2536693872316,125.59370596652643,30.741186434345895
1911.1452947_-49.83643,1566.6127335618787,215.1449625939609,834.1533083661623,418.0264029474895,3520.444477571909,51.01861964192554,17.112484678888855,481.7375667943493,327.4868643966641
1911.1452947_-549.83643,1360.8017340858783,881.3251633813754,146.18299313307818,62.79716984495466,1023.3293719326099,634.3448330911972,389.03049139955107,598.3545119318935,609.6440591112295
1911.1452947_150.16357,1336.9399490298515,26.40974927139968,668.3386141583187,147.75226454664485,3027.0430660188104,128.06460750600613,139.34562414210808,841.5428923139823,420.11191892858875
1911.1452947_250.16357,1736.597353643034,351.4313265551871,721.991919180493,3.910804398501525,1889.376816238282,187.43606279266663,2.539038507361326,339.65859935218856,187.73648945779107
1911.1452947_350.16357,1694.8451483577237,185.19996048975486,857.1740876849175,7.294771368290482,1367.421829061531,47.37216630045688,364.4688821292667,383.74892947614654,55.31832503145728
1911.1452947_450.16357,1719.1731171505455,129.57534982401666,823.8520195141616,51.29315094289595,1444.1024923094978,66.30099160224592,571.4543879062409,99.18055521608284,232.81405263472593
1911.1452947_50.16357,304.28246365221526,61.64076371962787,235.00682390176308,355.9675946323795,2090.8243017018235,208.57167887261414,659.1160080524126,463.9470324421976,17.38943436878328
1911.1452947_550.16357,1179.785135151293,778.1002404286019,713.37977341833,438.25883223627784,1054.945136043453,54.874143886869376,379.3141338000006,728.5370255473842,48.52114572137935
1911.1452947_650.16357,1614.045650269027,785.6382917623383,260.65872249089114,814.2113076727916,697.556294846142,33.104231900187564,664.7632375720727,9.31158522726579,232.4185871978288
1911.1452947_750.16357,855.1970705664054,326.9903178278386,709.412005120909,433.73565708721094,521.793463836762,21.30220516098164,45.422241988060776,252.96452560850656,3.1068129379175544
1911.1452947_850.16357,512.7583548758614,682.9694278116717,275.1293423998741,1117.4515370915544,141.64758800236936,841.500944251063,27.181639889962817,64.75582556044915,484.2983978849035
1911.1452947_950.16357,39.81933610506045,127.63913697059127,747.2049944719588,2893.59947380754,0.2581516057318001,59.54913937895474,422.30183682122623,0.10498319172079812,19.266892893103318
2011.1452947_-149.83643,1229.279512957866,90.75971817637719,135.5849213285611,83.78413694958293,2613.5838694353465,46.053646477963476,702.3071772348624,528.0526101370463,1.1730739116276656
2011.1452947_-249.83643,1495.4233605260392,52.69049762895713,937.0334894422347,773.2600012974495,3657.6364615254165,70.62369188027515,162.57228791921398,205.18406308068592,65.21483189362546
2011.1452947_-349.83643,1446.8050726313288,176.13384809068975,676.680849462892,1104.3153337124113,3430.6611694780804,231.35782891015018,157.05340936776258,225.6964387104849,157.07480772962793
2011.1452947_-449.83643,1502.5626624423594,90.55868672397337,691.6311060670498,314.2390829977684,2340.1553062836706,80.34895737456851,126.41663371600018,292.7952888727019,445.0710336447247
2011.1452947_-49.83643,1097.3550584713573,377.14702966484424,698.726227575902,302.21454805580515,2358.835788305471,158.97815452657554,633.1763613429939,336.29209100925397,295.80135908326014
2011.1452947_-549.83643,1323.6458633841542,323.96815903607086,92.03807979072678,3.076049487266214,1128.3749103083326,341.8999300959971,835.9760179862732,776.207125627558,155.41338252000594
2011.1452947_150.16357,1855.5856894843337,53.83691340193584,829.360568441797,44.20713169821386,4407.743581770339,168.47277046369626,59.907545690932814,625.7277537983643,222.00987762811857
2011.1452947_250.16357,1882.3583633818769,2.992892816143004,1920.7402531620558,5.148655834869515,2706.8145054627585,107.90769058409539,600.1246563331316,285.212372862721,34.544892485300366
2011.1452947_350.16357,1929.384650358125,11.230450762989491,1736.3290335855481,16.393223151907254,1669.4898109245817,42.531702722826225,25.938090608520234,304.71151828355994,155.88534673252934
2011.1452947_450.16357,1972.533074227893,69.34424199776308,1822.3840477681838,9.023229942711277,1158.9950327840645,41.622237458028636,74.52026897535401,259.39799906206036,75.97569830971608
2011.1452947_50.16357,1113.0767609855664,32.21640803279397,1137.2679320374505,107.1855443956951,4025.4637490177074,377.1158314177984,352.2136557410806,690.2141360694413,233.04176473411994
2011.1452947_550.16357,2383.9243341377755,392.83368066231424,882.4803652032496,51.27636243054064,1113.1671992437264,101.73535240833294,501.9364268669424,87.04501425698463,27.426130222361007
2011.1452947_650.16357,1228.5882406510107,4.01668907810966,617.4481707246622,898.6574949371698,870.1719699665827,5.063464430258754,567.9846895549799,18.855451040674147,191.0890871566679
2011.1452947_750.16357,311.7832177970678,370.39597971155064,423.4155704608499,191.53431751330965,61.56685730389051,522.9125643084226,9.471309982641598,213.08816476921643,209.4514864371073
2011.1452947_850.16357,508.16661648997024,284.0116186523899,599.4751017263849,929.1450506240865,273.58003297482156,320.9492412543181,55.91838807721781,322.13082859692867,428.3170906456255
2011.1452947_950.16357,516.8215883538281,96.07797928667438,448.3162948737895,2185.864988538457,73.30909924740727,101.35078756297324,1.3247858245327908,1.9457791105025157,208.67468228486993
2111.1452947_-149.83643,1709.0250227694812,299.27684105465926,264.96342574133564,181.39976312114166,2326.920565846259,49.604756929580255,259.0961039478494,637.0737192879271,216.41856997794991
2111.1452947_-249.83643,1762.769083963477,142.178808362866,154.219227154666,728.8566265122957,2343.98863551525,89.16017786086498,83.38277350184622,476.34294518287726,85.88049328764855
2111.1452947_-349.83643,1223.632329599995,128.10216797849841,302.77841888889725,284.46058648057243,2185.245561869482,109.75601087481817,257.05281904738797,389.32493969998393,344.47933898481
2111.1452947_-449.83643,490.1534271928433,143.82132687836472,827.8374155946196,101.94714889672774,651.726338813893,129.06029751419064,5.354460142169617,249.08664651930883,523.8481864259808
2111.1452947_-49.83643,1223.2317676416897,15.7935114123337,79.52508104175922,719.508265351504,2196.3458559468595,28.40302410615284,4.045410430675495,142.2340687559118,231.74823715903065
2111.1452947_-549.83643,1614.8696080642708,394.2597797707365,99.68128084107238,21.01162298109427,490.94012532269966,69.34409207447912,279.556490020772,906.7303215736024,217.51499284520335
2111.1452947_150.16357,131.6461968090453,179.3195945916829,1198.6089852493337,164.7671637854192,1192.6493591106778,38.43589427981838,24.403150361190253,386.8991552794912,275.1788150237407
2111.1452947_250.16357,1176.268337788946,275.49441656987597,1646.864623678628,3.1546570450330833,1670.0292314942287,13.103227430788586,2.7112132099859076,522.7198416352953,222.5483391085777
2111.1452947_350.16357,1800.70389917918,99.00125295532538,2408.1875905977154,3.3889683474230177,2400.340869563493,182.10315900605835,4.257777099419174,503.4083609429057,100.50201555345485
2111.1452947_450.16357,2094.3945858136276,21.670637544700476,1651.1957604230495,4.201044741183939,1820.1829124012627,182.90040477264176,2.579371162973958,315.61585007943916,283.0553098553072
2111.1452947_50.16357,772.0453943430443,103.24376980437393,496.99487545246683,68.26811158860617,1695.9485106613045,51.530134358743794,4.282469376627892,455.06368407060023,81.41888131968804
2111.1452947_550.16357,2045.9135994994651,158.7081316233197,1856.5085687518904,3.807971897104479,2149.6563382023833,479.18687869196526,270.7092201108602,426.1957238781217,29.138480233582467
2111.1452947_650.16357,1126.494272400727,26.585173033105836,1925.0573186352035,516.900715686395,1064.616271002097,28.71367551633641,1.9647356383551575,507.03681967531963,553.329567642265
2111.1452947_750.16357,842.0012342872208,214.72072709711625,707.3183399870286,2100.6418278480787,612.5899650035609,2.8833006016397804,84.62515981147824,621.3123811980296,557.68556683194
2111.1452947_850.16357,0.19941968927155002,90.2247108707585,223.95976233933297,809.7991123249714,25.038518463909302,696.5421163901342,326.7364977812901,17.317291608825265,181.04470882610957
2111.1452947_950.16357,0.1998640261239737,17.39499571466628,45.820395098810195,310.8984116685898,1.7399236924132384,1475.8531778467216,0.8885370070438324,213.08111669187255,270.8686628929874
2211.1452947_-149.83643,1266.3774403493571,498.5433861032555,63.57993345359523,47.374129621928304,1180.1200700654601,48.234618104926454,447.92470383783,679.706747185325,587.5086135161808
2211.1452947_-249.83643,1554.0811443794603,244.03196760574434,422.2368589726033,816.2345776599201,1299.469376950195,188.03814379762727,1187.5819230281031,426.03712752762755,3.6585213145775306
2211.1452947_-349.83643,990.2598767315357,143.62908693800458,556.999896088425,325.20055000484047,388.07131403184195,19.180349071270836,13.110104515567398,376.0947820878073,19.877079148051155
2211.1452947_-449.83643,2120.737209046403,109.99248126364033,885.4105088507788,538.4938563933745,1369.171744921841,52.59354317202939,79.22338551675503,609.2122207279432,801.0558041513739
2211.1452947_-49.83643,1611.7946807439212,201.2112544959798,582.8140934114713,380.0046142936021,1342.2291458156606,42.79438098226294,662.6790830198713,408.7655170303026,471.68696657468763
2211.1452947_-549.83643,1978.0759688447063,378.27416223978304,75.97831780596367,285.7096755218807,412.6540857256633,69.02773878513477,452.52585400896805,768.6467656410338,21.09977938431029
2211.1452947_150.16357,1066.5125216249912,13.872488652518825,1185.0879180859376,638.190594430779,2189.5889750681913,28.41658591849193,152.8917308507408,348.38279675419767,26.96471304369651
2211.1452947_250.16357,31.84882168554783,6.252816629622729,1306.3321089564001,4.160032595044411,1044.232044954042,51.74139846277505,574.3783025275145,496.0158547188471,380.9468905141119
2211.1452947_350.16357,880.7333807965076,2.020220690338924,2552.6237363595546,5.607766008267767,1497.4649863859327,87.65642809169601,2.3449408801668543,830.0878554496812,181.35458793608498
2211.1452947_450.16357,2237.9177270828827,31.242572352453635,2854.7851061803008,5.091922249298369,2239.0419176397045,44.45488834290277,32.43774713682046,721.035500990201,159.88648087224576
2211.1452947_50.16357,1159.1263167664604,467.34336505937495,730.4273574747748,30.399085022286656,1951.1881575497694,183.3514236181657,4.190976350500687,480.2716939915795,272.62453747097595
2211.1452947_550.16357,3089.832607567082,2.1022941758405724,3211.5078324352594,4.498734274302344,2596.6351884933883,65.34547205990353,82.30934357017415,849.9724724305969,2.718966440081291
2211.1452947_650.16357,2529.683005631944,5.437106854925731,2940.16138262679,173.58808943706126,2970.4738097616496,40.88800393584986,10.110316955800409,406.39763576426435,188.05719737226875
2211.1452947_750.16357,244.35167813088785,143.3425133843545,1965.388278063715,874.3782783320365,1240.5328039810495,1.5904260993805395,15.671157740340854,519.1667788960889,235.37122749306013
2211.1452947_850.16357,174.54809307380887,323.46183061496987,557.138519790067,247.72831957941526,39.6935783278261,1315.5949972258595,84.11937687396001,48.99351891679738,14.391010260916739
2211.1452947_950.16357,5.131088879612403,25.54077764343423,30.069467013741193,34.52750139425647,16.44669719613256,2466.1840135353214,10.668812820654113,2.989350150583303,229.11153074788007
2311.1452947_-149.83643,253.47636845737395,375.20193173160817,239.8967925477917,347.7156566481461,369.97061612739293,32.82872584428982,93.41052645420984,28.332773086320817,272.75206853764416
2311.1452947_-249.83643,975.7816774809658,193.45737296171944,383.8595010829534,883.8830171453428,568.238843759665,99.36146724670526,63.60653718488405,12.764004938819728,215.633045086663
2311.1452947_-349.83643,896.8366601712418,229.18551741297534,846.3697693927019,946.4383711753329,220.9389917068095,11.466929822703579,3.4560082646431898,130.55101269295568,982.3422051245009
2311.1452947_-449.83643,2340.9495482460998,198.551366674059,448.9244012727631,981.3068005389081,320.308631147153,20.019702414377832,138.07575161050931,198.55632174086278,182.89294079225985
2311.1452947_-49.83643,1715.504541893507,10.37124002386697,612.8010521244939,506.5351272216032,1602.7850365306206,530.9379664125479,5.998047106731707,955.2349897381316,359.9710932689581
2311.1452947_-549.83643,2044.3419417460686,593.89117542514,327.7512335965544,112.0670831830493,44.99634926527947,51.649260411608125,597.087097863851,418.2760696304602,713.0788870028738
2311.1452947_150.16357,248.65790911999972,465.7108584839412,861.4500575136072,617.4113318528716,320.26657734343826,16.17747390178492,13.15202393162978,253.7320973439825,425.5807671508842
2311.1452947_250.16357,1050.653631165886,8.509900019573791,583.0815222611926,148.87421135205017,1608.0368893951654,275.21106097073795,385.64219202244027,492.70516322849363,120.42446535006046
2311.1452947_350.16357,1480.312581540518,152.81801449976393,1511.0105854134822,5.088018201291794,1389.7959090862453,38.13233441633826,2.7200198883682893,426.7296524298148,158.34251637659668
2311.1452947_450.16357,1138.6679597624948,35.86629414611946,1885.3266712472675,4.635356799663148,1143.4559876204273,328.0376288486691,5.827723072820165,591.7950980219172,25.3368726587198
2311.1452947_50.16357,1179.1945332060614,4.521859991346993,626.7448113310116,10.891145468201536,1152.5102275870822,13.87866540977027,67.40913228036793,709.9251617327185,112.90310560320854
2311.1452947_550.16357,915.7473201075331,4.117861337574074,3092.7650851412586,4.775503392973079,2678.718565063709,323.3891870362924,65.63167497008743,1008.4753893268024,55.35806566705632
2311.1452947_650.16357,546.8030211577637,2.918168248408445,3686.139109087346,12.744783955992602,1920.8753645521251,38.53626652913539,482.9896860921215,1093.6290620404852,24.161094012068514
2311.1452947_750.16357,431.7287216237349,3.1708237423791816,2800.6452536423435,3.402832468633008,3174.725923262136,35.19307885832902,14.853662976421113,1095.6991273457309,8.37372426555798
2311.1452947_850.16357,957.6917868068603,44.17150498357626,809.8940044532211,637.317514791126,774.290922851468,212.59546237071623,11.252108288787955,440.4662839233515,473.07885336736194
2311.1452947_950.16357,343.2453648020495,201.16943892669684,583.0226811551803,1351.4996957790693,85.90420123139204,411.0103309061893,943.3893136527561,250.94801506644927,55.32152920266286
2411.1452947_-149.83643,987.0947336695077,336.85017110405306,989.9381997917127,880.8904045034172,458.89487326144496,439.04018280236653,296.1942418959428,510.8134175341201,43.86923505071942
2411.1452947_-249.83643,3030.9301019903733,23.418308714449466,507.09128581974187,319.64558059896393,628.3388447456924,274.8142858770376,3.1346936235777516,870.0172715887621,99.19508652141077
2411.1452947_-349.83643,948.7958974726181,269.01569815604125,538.6227081911696,433.2132470427807,391.35494429663385,108.90777221640356,6.9982871707540735,992.9362079322564,468.740695144169
2411.1452947_-449.83643,1826.663334845397,290.1836385101349,194.74393382249042,521.2972107551398,302.8733904673786,21.87664591500978,296.3280676685364,1270.601798747993,64.01743524578855
2411.1452947_-49.83643,517.1676754583447,76.54696638267508,287.2552624363579,145.54335440410262,332.6394949761947,224.82242849480744,6.396417496324978,519.7252348304356,1946.0422627353184
2411.1452947_-549.83643,618.4657014322727,698.7385925440814,397.57297572194824,50.36667258372021,42.48233120926163,681.1702908777994,499.1463832641257,453.7489082281329,283.4472416961975
2411.1452947_150.16357,1273.637387602624,98.46331588750867,518.4326523003202,248.28696778237114,1895.8595507639407,533.8849303231127,26.91057819177828,1238.6164444803176,253.04727038146171
2411.1452947_250.16357,1657.207863381067,30.387264435748968,756.751380198061,8.3462990137563,2041.3866984188103,55.84890473210474,284.16932993715136,991.2955285994456,31.745771399802905
2411.1452947_350.16357,731.8328293879754,46.23968345568027,1388.417895512386,288.5828824684963,910.2292344772702,253.78330110882268,18.849166962986434,695.3968755065317,9.617774623264793
2411.1452947_450.16357,7.209655082047487,264.0584133018756,493.05807201088817,3.6682961388451654,257.46578856120067,93.7541179429353,418.25110484285153,140.667725789601,1300.8164314117844
2411.1452947_50.16357,1370.775783085455,4.413365317171283,909.2700712757234,54.898076685762874,710.1270331095511,137.0164944918102,18.447652297381946,574.239232471822,15.790945825393036
2411.1452947_550.16357,465.4571972942463,2.2298616061814887,2483.066753795218,9.10646222385224,2245.391486235772,54.92650991231187,216.84009194573497,829.4645355430814,16.495758976504966
2411.1452947_650.16357,135.9477311407288,256.0901389506703,2601.2781953618824,17.494748510062816,1253.1556266332482,102.55459149683803,1073.6962528243384,461.29612478137716,429.2831535960698
2411.1452947_750.16357,400.63069416319894,86.70656289241099,2993.4284186609652,5.55640240906567,1355.9919429598526,39.57846252812688,33.33806475914455,775.1099364933201,46.417963603248026
2411.1452947_850.16357,967.7104194865542,4.904728570530434,2646.6710602543517,59.02856914563965,1319.5629670253093,61.73520753038933,43.887818390971034,675.8951770846608,88.36249692935716
2411.1452947_950.16357,464.40059169240516,121.76588855890344,2072.0431902929386,215.3044853753778,1144.1482103061437,70.8443455302423,3.2167335887025477,970.6046627634372,771.182466697956
911.1452947_-149.83643,848.735663664654,465.0301363360351,483.5859442470934,487.32638616116907,131.0533122937318,241.7354161498853,482.3767908386305,354.96584586640455,656.7759635554481
911.1452947_-249.83643,991.6494068961254,257.7659328027703,928.6482010245376,74.71461261810049,845.6077129756045,184.0348157989169,212.24052273951892,393.1109976292788,1251.8132559743087
911.1452947_-349.83643,1444.6593155932314,7.63032197219507,284.18298305223215,443.43820496961615,823.2284923090625,47.3539497929862,4.11544440260851,454.9143370814074,494.0624074357696
911.1452947_-449.83643,875.790391328028,156.803227225421,171.46033160660414,301.8617104431917,22.223350244781034,105.39396987531528,15.051179724678917,297.0055253945666,589.9957701101132
911.1452947_-49.83643,1422.6548821982908,685.6993178163224,305.77751780023897,295.9263857697546,499.0047348695328,101.24044866832645,19.238606741530553,1758.5350738761751,263.0621284151001
911.1452947_-549.83643,1092.637883779536,658.8466903438803,398.7106553801582,1337.7582666794608,306.1026324702195,70.73709514874464,47.04560367999089,206.7656912486761,108.53457778246565
911.1452947_150.16357,1330.0711642161818,308.9302814490781,545.8853923602098,349.7161876192956,1297.3748167154172,82.41630598940625,284.5859363579243,756.9524178093017,253.2065956246656
911.1452947_250.16357,1660.4146444116607,232.02087020981466,917.9766123928295,16.650759177397873,1860.1862071354942,52.47143754001568,65.60272807371257,1188.9713542922127,199.84443658676952
911.1452947_350.16357,1854.979799090817,532.564973944174,604.9421927740293,178.82714300384026,1304.8578351665813,42.26423702958543,866.0696054452391,547.9484707725468,329.4953837338712
911.1452947_450.16357,90.31000649789878,38.162625704674724,1336.72759669858,160.13318752946344,722.5021530832554,132.69771958174724,1044.4881088825969,440.670950001788,688.2572113832675
911.1452947_50.16357,864.0274956157881,156.030387085421,225.29798604714387,179.52932210510863,852.2676399072297,39.03529538689099,437.8270410972056,368.6456680097812,71.31782024569739
911.1452947_550.16357,142.04963110921008,113.39549344737121,1290.7442578794817,5.356577550397801,570.4215218664539,24.548688293822597,138.16384007199702,311.60129479990997,411.69735367320214
911.1452947_650.16357,409.7499233333554,54.481086023475925,1834.3771753270933,178.32276698842247,1195.5060718288898,132.10594078947994,708.2208477574048,427.4243429479079,618.6084094974829
911.1452947_750.16357,505.9751976038306,8.492151392535765,2799.5344529001964,58.84831793749798,1444.8984991057177,83.331746520854,720.4447774292588,640.059276799156,21.17403058971803
911.1452947_850.16357,731.4593777489962,52.22361877620981,1866.3304771628968,3.6952450467649687,767.8656840505876,70.76653628690715,113.52707102934195,676.5692957472942,59.32114047573394
911.1452947_950.16357,1024.289416153454,409.6484976992205,2961.9512237017266,20.888561437221313,1038.5130470225154,51.66069228107918,41.2225488219474,683.4381667683446,90.1462909147019
-1858.421126_-1496.041291,397.12831643322363,7.204947682744464,468.25857433565267,372.3122064808932,133.20801329219302,427.9632319670686,2.310458396990386,632.1146637451153,20.163236357061663
-1858.421126_-1596.041291,215.9829084669103,428.19663044907975,618.6414851253791,819.1481942582375,141.53209902395054,634.2723741574947,595.1728329834455,425.5444820103182,203.17266022053593
-1858.421126_-1696.041291,530.9355054419013,115.98069925782896,702.8797056301421,622.4631392209028,331.02441245947387,816.2680531480726,21.366568160208228,16.63818357218582,409.13285711834374
-1858.421126_-1796.041291,277.44262131913325,5.900310500117296,711.234569099107,602.1740024947434,308.3780460999746,18.582858630345928,0.7471989377554957,182.3287304143691,312.3338569577405
-1858.421126_-1896.041291,134.5714684815803,120.23396491586166,2295.0975037436683,1081.0230045238566,339.51224991889666,24.774403830408755,728.6539233849032,168.79692707824285,158.39131698296544
-1858.421126_-1996.041291,532.9340796677836,2.253907807717867,2063.9362229713215,565.8249442148043,606.040588241154,310.68951948374655,21.66405190734532,419.3710582311387,152.3403845124779
-1858.421126_-2096.041291,23.962709972736533,185.28903762831206,1464.4988839008047,625.644548071244,480.1408003845669,142.57666049546012,176.81843784025662,305.07450014957965,62.049178978224774
-1858.421126_-2196.041291,513.438132053601,1.4092521373673677,1904.4091033725813,183.5197714179889,786.5844448807409,85.49839126524527,4.18378254298416,401.90227856293893,563.0125643806267
-1858.421126_-2296.041291,697.3646315334616,290.8166236638879,806.6294969409338,411.8320926323837,506.72241267574407,334.55153735517854,607.6324631302646,196.91041935027252,253.4808077531423
-1858.421126_-2396.041291,388.3472185707023,165.88239033368623,703.8521061690342,507.6789128931191,173.33248751645726,151.89835009321612,277.6223468741681,219.6887226189935,183.62427629963472
-1858.421126_-2496.041291,818.0088969113085,343.22456359754733,586.0321300094639,540.19253497102,12.239450020425249,36.420528360437366,6.945941803993789,333.93127395054876,598.3848063874191
-1858.421126_-2596.041291,1379.0061809075635,316.0647234672329,623.9442600409586,647.5515927155756,464.59585169207213,225.7646148990044,6.141543403590088,821.634501759592,45.4303466667743
-1858.421126_-2696.041291,912.2453816190265,324.1291289666767,355.2067066392947,242.8620630927422,149.58312268169044,217.1782967744592,17.409417126267765,492.75125055192933,220.30072857431534
-1858.421126_-2796.041291,1530.5216707936338,640.9765157133152,42.36991687113554,674.4095855937989,522.2504596102676,660.6147479406716,0.4120393428279622,959.6414589223963,293.12031292608765
-1858.421126_-2896.041291,1922.1636712805453,217.80748889947338,354.4791542939265,666.8290518599496,753.170058756442,325.4940560216373,84.4121443053755,602.09560737541,2.865428842100848
-1858.421126_-2996.041291,594.9233983318894,3321.480320058822,1.2306269589772008,15.564049187135181,26.75326175064024,24.748564211255655,65.76007407194412,250.34025931567152,686.1571705328085
-1958.421126_-1496.041291,126.372770630903,609.7681304654064,344.8180964634899,799.9918976367046,68.1415610225717,360.27850103382053,379.81284913684635,426.67605594764734,60.80378531812071
-1958.421126_-1596.041291,52.143845777321914,359.36427757231917,53.452801430027314,30.793568187291754,8.826206529434316,1189.2726741062017,22.534258884733244,81.67506345217552,156.60097181234332
-1958.421126_-1696.041291,46.81233729876034,21.261698654709114,1.0302956561158412,555.5654690778821,61.988472996749195,2566.0989080494546,1.5088125645825092,5.9780475474448105,179.44508123081133
-1958.421126_-1796.041291,75.05641078654952,167.968855844739,335.355448194355,89.14261369329787,1.177870733480456,341.61773858381247,0.7893135712223034,42.123263712375525,293.8906810118945
-1958.421126_-1896.041291,383.48648420877845,558.3295194344477,1549.5197617796382,312.304638268642,120.0666767034776,110.34290586978224,73.40390798884182,335.2018756153881,1182.3989933835426
-1958.421126_-1996.041291,281.8144486312936,356.9458246113774,1172.1357282216688,44.761080070622995,6.237604603973511,10.277836442879794,199.97484718246176,367.44064224959,511.46674537314476
-1958.421126_-2096.041291,74.48506081943589,299.88114196245465,1776.1917756683065,15.034396219026624,238.51967636429166,2.7337998705543107,348.6206969247953,391.9992957739723,1372.5889137441113
-1958.421126_-2196.041291,440.5652798144828,284.5025488227469,1927.3251436903934,377.2939016319047,492.51029970630304,278.09146349536854,141.146265705827,612.0571993731431,131.46561965667493
-1958.421126_-2296.041291,438.6968610297792,109.82305837908159,1730.6669120453207,181.2312617868382,896.9740176515513,142.49930486344502,764.6841190701117,386.92929208369526,14.435657122134431
-1958.421126_-2396.041291,1433.8447552179177,53.755711695573055,1739.5393038140764,740.6513819224674,692.3007384802394,350.2604706563938,216.23523534036534,1180.972279308641,59.366932740960905
-1958.421126_-2496.041291,904.419864451825,134.27057990405888,313.8795312783643,90.56097695141773,49.70520759804961,211.6113869264477,317.7106999677047,347.3830432967088,139.83883392104727
-1958.421126_-2596.041291,1055.333715416495,745.3673167266677,562.2604697278109,217.69659389784158,460.0108540730194,17.14122785173947,448.61973243753306,335.97831124891013,864.7253915554988
-1958.421126_-2696.041291,1085.201987435457,127.83557678494559,438.6977574518356,610.7531669781066,335.22690669783617,258.12660628026316,198.05886239055164,150.64081585171965,464.8993974695115
-1958.421126_-2796.041291,628.7710221573825,479.67751862627,431.5873868309078,414.5291371614815,512.8663281425592,150.78894476602113,177.79789673494707,73.92902450534142,656.3694412176387
-1958.421126_-2896.041291,843.6208117027368,52.12999977101806,177.54697992706346,617.2545995912212,297.00307032310593,210.15444675062528,718.5552167334608,318.4663757376797,291.5851592576466
-1958.421126_-2996.041291,2831.250465868815,504.75294895132157,209.3102884085799,106.90963253097541,410.9201532409201,31.099765160442434,18.595002676860542,929.1817640045002,78.93770405109329
-2058.421126_-1496.041291,196.87318206677497,140.9123208275236,1135.1568808300665,647.6486976655052,218.94613360681024,238.2775662130644,10.887012255935344,345.912180682139,214.04968096452347
-2058.421126_-1596.041291,3.7304242146416775,10.089133810598451,51.541275693504176,204.86317872091678,7.743223205956234,1275.8365135144927,0.9233878938682901,28.0897972826854,0.846876934960354
-2058.421126_-1696.041291,7.632119675756768,197.67043306213085,19.256309972427925,238.47460298590505,7.441785369178907,2910.137529581669,302.71416463588565,6.301863052712244,32.06031505062774
-2058.421126_-1796.041291,93.14087864401169,395.1749266617723,800.15781520177,101.478509148433,21.89207597587646,281.14565676062824,49.612813691130654,329.79097052910424,4.061093973293694
-2058.421126_-1896.041291,629.5732523831754,183.42608564631686,1736.7080438761986,166.97158903874183,579.1516270730082,300.0215933939309,1.7806927541638116,234.46507248899573,177.95681031182113
-2058.421126_-1996.041291,313.1310723373111,94.25738960799636,2783.886685418719,14.62949983008876,380.86957041876383,39.87233306357262,97.28139253346053,795.5600673896769,278.56674739812905
-2058.421126_-2096.041291,254.9265865299598,460.7961388389186,1676.680721924652,32.600365140104,273.5646131820734,10.378173553097204,199.16715279635602,454.5065933567647,307.43442533876623
-2058.421126_-2196.041291,447.22550318884333,266.5024890320503,1797.9309175037988,343.72138678275627,367.557893111709,35.46596174893147,53.860210825256466,523.3019579907386,464.3914068988912
-2058.421126_-2296.041291,798.5087652135805,110.42631017229478,904.384707468468,173.59105840998268,507.95212772607397,29.422811697165532,253.3368311057514,453.9441897732156,200.37368579996811
-2058.421126_-2396.041291,364.2899372880982,410.44174265836637,1012.146175720887,74.47076451887335,49.93810037084255,32.868680401864616,649.8529648689357,268.9609058960821,8.957541722057487
-2058.421126_-2496.041291,824.292344563371,25.595753198497963,1169.0771901324474,248.1084626384662,342.0761359740808,287.9331146071234,47.53688757115417,314.0400408227806,39.96697292251354
-2058.421126_-2596.041291,1665.2109960538346,122.67216971531522,1033.0281861241608,489.3917906716137,1352.1597719606248,30.5585371561858,18.634767475919226,868.6070152370393,179.08493900625055
-2058.421126_-2696.041291,1755.8749440156528,36.34563667657257,231.37271042871774,59.667887669335464,1428.4525945917444,99.12994796724658,434.80523339289476,550.0242090024627,15.767911741804223
-2058.421126_-2796.041291,1234.751144570062,222.73080035958287,562.8942974721531,339.5424626434289,1408.1278802733966,278.5213316118599,883.0502409807164,764.2794252754048,171.41907540438513
