,Topic-0,Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8
-2571.778086_3245.402956,662.570463223301,125.84443540408478,5.9644747335142645,849.471849768593,5353.429755292801,48.038969164718615,1214.0198160066177,223.55495978968756,46.86824755278252
-2571.778086_3345.402956,735.5640945727021,324.0797796554259,567.3106562286439,792.2945843101878,2979.5763244505624,42.339160800605654,0.7800874141107019,119.4788754549891,465.7790641053324
-2571.778086_3445.402956,481.3504327677523,243.4059766799119,372.72857967795585,536.7003935591642,1375.526959707777,156.40202598693995,32.758202130589794,409.18944618729006,554.4972232124023
-2571.778086_3545.402956,1826.6550456341843,593.3750458224595,946.758412001136,487.5767118977736,925.7151541447317,67.50885706763536,35.0284427031835,494.6832850970356,238.25824872502682
-2571.778086_3645.402956,963.1681279911443,470.75426713462656,984.120699581442,522.3174976137268,1064.6722529424142,74.34696977285329,280.3537522667929,1338.4580853944299,461.46702344457185
-2571.778086_3745.402956,440.3216883326176,233.5633002211117,166.33896527564403,332.27786401520115,1076.5136828153363,80.53747310735038,1959.4542810068774,509.72472013633626,457.92669619439283
-2571.778086_3845.402956,645.942521771142,357.63295978459917,1042.3432773250022,351.9269452986174,1129.7505978661936,14.241151402735841,1094.5555847961903,739.7886279638733,221.45786845554133
-2571.778086_3945.402956,474.95793854603136,230.26808427200456,406.08957733912587,0.23965771798369462,579.3382699892246,22.823610892242886,766.5921486679438,475.2710564201102,766.4791907749277
-2571.778086_4045.402956,0.19924116648882392,258.2383355871614,1.4970502630783882,0.24155336495122423,0.25398724323783534,2450.5737505886086,937.5067767368408,26.210308459204178,6.730929661048604
-2571.778086_4145.402956,19.36640474512475,490.588168166129,209.1668969978153,0.23926118202177435,362.9496773834607,995.5679088676904,76.85635267550106,425.1079997230591,155.3155894196184
-2571.778086_4245.402956,119.48815330179976,51.27201514978046,193.66230468787242,453.28103883028683,165.44780436125686,658.3427526151269,0.24479583203090308,51.52317595983762,6.775180218120503
-2671.778086_2745.402956,536.6180131148577,330.9299402280307,361.1041890723883,36.75581102054549,174.34177812156724,70.75119077392615,51.234464636915064,32.387421849349856,19.71347223475446
-2671.778086_2845.402956,805.3670680980174,3577.967813009309,55.10346642051235,593.3412684589857,553.0032257733569,505.55326237836186,445.4808052681105,0.43457314130518565,220.40682321928784
-2671.778086_2945.402956,325.8746499992339,4152.127811754293,0.43780709890519237,230.488506073226,391.04005385619416,466.39389851182426,0.336723613669424,0.10931392545840983,334.47385730843
-2671.778086_3045.402956,78.64897848928335,3048.1936409515406,0.43785155844542456,469.7840154091098,1988.2591733111897,32.51126609993924,0.3494607177426969,0.10933024141288299,308.9888978691012
-2671.778086_3145.402956,10.893313647082088,3895.1536231056893,97.10802014410974,74.94942318311452,837.3919209208594,34.25804031740598,0.34487024908354685,0.10933623431204803,53.35964653317848
