,0,1,2,3,4,5,6,7,8,9,10,11
-2471.778086_4245.402956,0.010196074291362869,0.026911524154291308,0.15949018887314714,0.07598155188763718,0.013783201998184587,0.14740725309873715,0.018064766176634453,0.015054017768151537,0.0001445739013464972,0.08165949658721343,0.41622488270467967,0.03508246855861427
-2571.778086_2745.402956,0.7632971404987778,0.000988074733663827,0.0002809457277190751,0.00031372997716104176,0.06390003728285114,0.0006083439065761076,0.0016422572118389533,0.10514392781329353,0.002563668620411689,0.00030180678767026495,0.009271612101416879,0.051688455338619606
-2571.778086_2845.402956,0.5088690212830573,0.05404676542449705,0.004909121330383135,0.001232600007782738,0.11670181883342261,0.08377342511167121,0.03142645580897406,0.07488714152903309,4.6532737908204756e-05,0.05497766891115156,0.03777439414116567,0.03135505488095329
-2571.778086_2945.402956,0.2876431443071931,0.03276662907570468,6.530097183738521e-05,0.15000021843980296,0.3870870476838891,0.003007212527381367,0.010055755655720366,0.02780701100517312,0.013947434468090554,0.06747520272124634,0.019999745798144588,0.00014529734581653599
-2571.778086_3045.402956,0.2496739281996209,0.06034729192614956,0.016371178076629828,0.09326365838722686,0.5101970345038898,0.008935755525340662,0.0025908992297360577,0.010130872705467446,2.622495602252728e-05,0.04018545971535124,0.004838781706295254,0.003438915068270124
-2571.778086_3145.402956,0.055509734290408105,0.017456061081154318,7.234085983130902e-05,0.1917735747728339,0.5595104514208584,3.831014416377249e-05,0.018900360479423242,0.0789731056683641,2.8275972794819416e-05,0.039997493314524346,0.034475383122688094,0.0032649088729554136
-2571.778086_3245.402956,0.17099660046218274,0.0006981954411296353,0.01568866820889384,0.06592017792355537,0.5790051663808414,0.07033672069820719,0.0057829964249940646,0.033389030312748855,2.2128684786210855e-05,4.226449498177523e-05,0.002606388624894666,0.05551166234278396
-2571.778086_3345.402956,0.19778091938745196,0.030126273245771766,0.031172901329093252,0.1056039865988493,0.4270318963323438,0.023421211957147713,0.02566480720149592,0.06455893277242733,5.886014087401625e-05,0.07112008438398698,0.0027918065689756977,0.020668320081582054
-2571.778086_3445.402956,0.09691359664263825,0.014325333402867598,0.05226517687731866,0.1308024574864039,0.2816724546753159,0.004251525355289821,0.02733488137254967,0.15223426691400901,0.002321337560130947,0.1348165350649761,0.033454624197771475,0.06960781045072874
-2571.778086_3545.402956,0.3469065618006587,0.07891181173654213,0.05777015331229771,0.1598825155427375,0.05375193689847838,0.011390529379860726,9.287955310212202e-05,0.20164418287506317,0.001220713228687579,0.052858198853097026,0.00909049893550436,0.026480017883970527
-2571.778086_3645.402956,0.25070801190704234,0.04648649295678618,0.049967946184932006,0.0705312994757069,0.08764142427843441,0.029769441672016096,0.004829990256544503,0.18228503825060055,6.084222222919232e-05,0.10193952682392067,0.007704935685519248,0.16807505028626787
-2571.778086_3745.402956,0.3070896859445792,0.0009436251881856437,0.056475732057355225,0.05739388903056341,0.13395147988061143,0.11152736944426851,0.00014625300096678522,0.0877099717245326,0.0008800563570228184,0.10716401450161715,0.011340108052476375,0.12537781481782084
-2571.778086_3845.402956,0.29658333721636193,0.04312740181179669,0.0560169597800183,0.07050234847955263,0.09866292090890669,0.05954756555333679,0.029452587938390562,0.2142080057680887,7.685083654536427e-05,0.024360748128868633,6.735842381511614e-05,0.10739391515431874
-2571.778086_3945.402956,0.25190935760460026,0.019987623338616183,0.04217073891578578,9.497449892358227e-05,0.10055268018603322,0.09686477766356692,8.17327485985146e-05,0.15534681144348603,0.025526418667454226,0.21054366715723613,0.0028033341652565313,0.09411788361044261
-2571.778086_4045.402956,5.8433771799723816e-05,0.002843543642865092,0.10677395840718724,5.248993182798131e-05,4.96789552238521e-05,0.21898195096777479,0.0015616530177834053,6.674535932903464e-05,6.295615103340522e-05,4.5865775345212976e-05,0.6271687791959661,0.04233394482386416
-2571.778086_4145.402956,0.038381958951158014,0.1339303959061568,0.06612264374803395,7.047243698737142e-05,0.05207374241359176,0.005977075272974044,0.022591956644410473,0.1718528606757361,0.00012746247425732718,0.04958704756036871,0.35647990028893967,0.1028044836273858
